N_FacilitiesNearBy(ETC),N_FacilitiesNearBy(PublicOffice),N_SchoolNearBy(University),N_Parkinglot(Basement),N_FacilitiesInApt,Size(sqf),SalePrice,HallwayType_mixed,HallwayType_terraced,TimeToSubway_10min~15min,TimeToSubway_15min~20min,TimeToSubway_5min~10min,TimeToSubway_no_bus_stop_nearby,SubwayStation_Banwoldang,SubwayStation_Chil-sung-market,SubwayStation_Daegu,SubwayStation_Kyungbuk_uni_hospital,SubwayStation_Myung-duk,SubwayStation_Sin-nam,SubwayStation_no_subway_nearby,Age
5.0,6.0,5.0,536.0,4,644,84070,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,3.0,2.0,475.0,8,829,197345,False,True,False,False,False,False,False,False,False,False,False,True,False,16
0.0,3.0,2.0,475.0,8,914,307964,False,True,False,False,False,False,False,False,False,False,False,True,False,16
5.0,5.0,4.0,798.0,7,743,142920,True,False,False,False,True,False,False,False,False,False,False,False,False,19
5.0,5.0,4.0,798.0,7,914,163716,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,3.0,2.0,475.0,8,829,196460,False,True,False,False,False,False,False,False,False,False,False,True,False,16
2.0,5.0,0.0,76.0,3,587,79646,False,False,False,False,True,False,False,False,True,False,False,False,False,39
1.0,7.0,3.0,56.0,5,644,172566,True,False,False,True,False,False,False,True,False,False,False,False,False,27
0.0,5.0,3.0,930.0,7,644,149274,False,True,False,False,False,False,False,False,False,True,False,False,False,11
1.0,5.0,1.0,0.0,4,1131,146017,False,True,True,False,False,False,False,False,False,True,False,False,False,38
5.0,7.0,5.0,0.0,3,576,65929,False,False,True,False,False,False,False,False,False,False,True,False,False,32
0.0,2.0,2.0,524.0,4,914,194690,False,True,False,False,False,False,True,False,False,False,False,False,False,17
5.0,6.0,5.0,536.0,4,2337,176991,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,4.0,1.0,605.0,5,1483,348672,False,True,False,False,False,False,True,False,False,False,False,False,False,17
0.0,4.0,1.0,605.0,5,1483,360176,False,True,False,False,False,False,True,False,False,False,False,False,False,17
0.0,1.0,2.0,536.0,5,2056,415929,False,True,False,False,False,False,False,False,False,False,False,True,False,18
5.0,6.0,5.0,536.0,4,2337,202654,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,3.0,2.0,1270.0,10,868,200884,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,4.0,1.0,605.0,5,1334,337168,False,True,False,False,False,False,True,False,False,False,False,False,False,17
2.0,5.0,0.0,76.0,3,587,60176,False,False,False,False,True,False,False,False,True,False,False,False,False,39
0.0,3.0,2.0,1270.0,10,1928,585840,False,True,False,False,False,False,False,False,False,True,False,False,False,17
2.0,2.0,1.0,203.0,5,1160,345132,False,True,False,False,False,True,False,False,False,False,False,False,True,15
5.0,7.0,5.0,0.0,3,355,73893,False,False,True,False,False,False,False,False,False,False,True,False,False,32
1.0,5.0,1.0,0.0,4,1377,176106,False,True,True,False,False,False,False,False,False,True,False,False,False,38
0.0,1.0,2.0,536.0,5,1743,415929,False,True,False,False,False,False,False,False,False,False,False,True,False,18
5.0,6.0,5.0,536.0,4,914,158407,True,False,False,True,False,False,False,False,False,False,True,False,False,31
5.0,7.0,5.0,0.0,3,355,37610,False,False,True,False,False,False,False,False,False,False,True,False,False,32
5.0,7.0,5.0,0.0,3,576,84070,False,False,True,False,False,False,False,False,False,False,True,False,False,32
2.0,2.0,1.0,203.0,5,1160,265442,False,True,False,False,False,True,False,False,False,False,False,False,True,15
0.0,3.0,2.0,475.0,8,829,159292,False,True,False,False,False,False,False,False,False,False,False,True,False,16
5.0,7.0,5.0,0.0,3,576,60176,False,False,True,False,False,False,False,False,False,False,True,False,False,32
5.0,6.0,5.0,536.0,4,2337,194690,True,False,False,True,False,False,False,False,False,False,True,False,False,31
1.0,5.0,2.0,18.0,3,508,109734,False,False,False,False,True,False,False,False,False,False,False,True,False,38
1.0,2.0,2.0,184.0,5,910,232743,False,True,True,False,False,False,False,False,False,True,False,False,False,18
0.0,4.0,1.0,605.0,5,1483,384955,False,True,False,False,False,False,True,False,False,False,False,False,False,17
5.0,6.0,5.0,536.0,4,644,146017,True,False,False,True,False,False,False,False,False,False,True,False,False,31
1.0,5.0,1.0,0.0,4,1131,168141,False,True,True,False,False,False,False,False,False,True,False,False,False,38
1.0,5.0,1.0,0.0,4,914,146902,False,True,True,False,False,False,False,False,False,True,False,False,False,38
1.0,5.0,1.0,0.0,4,1313,284070,False,True,True,False,False,False,False,False,False,True,False,False,False,38
1.0,2.0,2.0,184.0,5,814,280530,False,True,True,False,False,False,False,False,False,True,False,False,False,18
1.0,5.0,1.0,0.0,4,1796,363716,False,True,True,False,False,False,False,False,False,True,False,False,False,38
0.0,4.0,1.0,605.0,5,1690,462831,False,True,False,False,False,False,True,False,False,False,False,False,False,17
0.0,5.0,3.0,930.0,7,644,149274,False,True,False,False,False,False,False,False,False,True,False,False,False,11
5.0,5.0,4.0,798.0,7,914,171681,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,2.0,2.0,524.0,4,1369,261061,False,True,False,False,False,False,True,False,False,False,False,False,False,17
5.0,6.0,5.0,536.0,4,644,155752,True,False,False,True,False,False,False,False,False,False,True,False,False,31
5.0,7.0,5.0,1174.0,9,640,274336,False,True,False,False,False,False,False,False,False,False,True,False,False,10
5.0,5.0,4.0,798.0,7,743,136725,True,False,False,False,True,False,False,False,False,False,False,False,False,19
2.0,2.0,1.0,203.0,5,910,185840,False,True,False,False,False,True,False,False,False,False,False,False,True,15
0.0,1.0,2.0,536.0,5,914,308849,False,True,False,False,False,False,False,False,False,False,False,True,False,18
5.0,7.0,5.0,0.0,3,576,119026,False,False,True,False,False,False,False,False,False,False,True,False,False,32
1.0,4.0,1.0,218.0,1,135,53982,False,False,False,False,True,False,False,False,False,False,False,False,True,10
5.0,7.0,5.0,1174.0,9,910,334955,False,True,False,False,False,False,False,False,False,False,True,False,False,10
0.0,1.0,1.0,1321.0,10,914,380530,False,True,False,False,True,False,False,False,False,False,False,False,True,9
2.0,3.0,1.0,181.0,4,1192,230088,False,True,False,False,False,False,False,False,False,False,True,False,False,18
0.0,3.0,2.0,1270.0,10,868,190265,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,5.0,3.0,930.0,7,910,381415,False,True,False,False,False,False,False,False,False,True,False,False,False,11
5.0,6.0,5.0,536.0,4,644,184513,True,False,False,True,False,False,False,False,False,False,True,False,False,31
1.0,4.0,1.0,218.0,1,192,71681,False,False,False,False,True,False,False,False,False,False,False,False,True,10
0.0,2.0,2.0,524.0,4,1394,282566,False,True,False,False,False,False,True,False,False,False,False,False,False,17
0.0,2.0,2.0,524.0,4,914,216814,False,True,False,False,False,False,True,False,False,False,False,False,False,17
0.0,5.0,3.0,930.0,7,910,244911,False,True,False,False,False,False,False,False,False,True,False,False,False,11
5.0,7.0,5.0,0.0,3,355,37168,False,False,True,False,False,False,False,False,False,False,True,False,False,32
5.0,7.0,5.0,1174.0,9,644,268141,False,True,False,False,False,False,False,False,False,False,True,False,False,10
5.0,7.0,5.0,1174.0,9,640,276106,False,True,False,False,False,False,False,False,False,False,True,False,False,10
2.0,2.0,1.0,203.0,5,910,168141,False,True,False,False,False,True,False,False,False,False,False,False,True,15
1.0,5.0,2.0,18.0,3,508,94690,False,False,False,False,True,False,False,False,False,False,False,True,False,38
5.0,6.0,5.0,536.0,4,644,79646,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,3.0,2.0,1270.0,10,868,336283,False,True,False,False,False,False,False,False,False,True,False,False,False,17
5.0,6.0,5.0,536.0,4,914,146017,True,False,False,True,False,False,False,False,False,False,True,False,False,31
5.0,5.0,4.0,798.0,7,572,110619,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,3.0,2.0,1270.0,10,868,228318,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,1.0,1.0,1321.0,10,910,389380,False,True,False,False,True,False,False,False,False,False,False,False,True,9
0.0,3.0,2.0,1270.0,10,868,225663,False,True,False,False,False,False,False,False,False,True,False,False,False,17
5.0,7.0,5.0,0.0,3,355,65486,False,False,True,False,False,False,False,False,False,False,True,False,False,32
5.0,7.0,5.0,0.0,3,576,114159,False,False,True,False,False,False,False,False,False,False,True,False,False,32
0.0,3.0,2.0,1270.0,10,868,336283,False,True,False,False,False,False,False,False,False,True,False,False,False,17
1.0,5.0,4.0,79.0,3,644,166371,True,False,False,True,False,False,False,False,False,False,True,False,False,32
5.0,5.0,4.0,798.0,7,572,75920,True,False,False,False,True,False,False,False,False,False,False,False,False,19
1.0,5.0,4.0,79.0,3,914,203539,True,False,False,True,False,False,False,False,False,False,True,False,False,32
5.0,7.0,5.0,1174.0,9,644,253982,False,True,False,False,False,False,False,False,False,False,True,False,False,10
5.0,6.0,5.0,536.0,4,1451,181415,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,5.0,3.0,930.0,7,644,144752,False,True,False,False,False,False,False,False,False,True,False,False,False,11
5.0,7.0,5.0,0.0,3,640,88495,False,False,True,False,False,False,False,False,False,False,True,False,False,32
0.0,3.0,2.0,1270.0,10,868,340707,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,3.0,2.0,475.0,8,914,226548,False,True,False,False,False,False,False,False,False,False,False,True,False,16
5.0,5.0,4.0,798.0,7,914,182743,True,False,False,False,True,False,False,False,False,False,False,False,False,19
5.0,5.0,4.0,798.0,7,743,197345,True,False,False,False,True,False,False,False,False,False,False,False,False,19
2.0,3.0,1.0,181.0,4,903,190265,False,True,False,False,False,False,False,False,False,False,True,False,False,18
1.0,2.0,2.0,184.0,5,814,214159,False,True,True,False,False,False,False,False,False,True,False,False,False,18
2.0,3.0,1.0,181.0,4,903,203539,False,True,False,False,False,False,False,False,False,False,True,False,False,18
5.0,5.0,4.0,798.0,7,572,75088,True,False,False,False,True,False,False,False,False,False,False,False,False,19
5.0,5.0,4.0,798.0,7,743,183628,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,4.0,1.0,605.0,5,1444,383185,False,True,False,False,False,False,True,False,False,False,False,False,False,17
5.0,6.0,5.0,536.0,4,644,77876,True,False,False,True,False,False,False,False,False,False,True,False,False,31
5.0,5.0,4.0,798.0,7,743,250000,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,5.0,3.0,930.0,7,910,252814,False,True,False,False,False,False,False,False,False,True,False,False,False,11
5.0,7.0,5.0,1174.0,9,644,264601,False,True,False,False,False,False,False,False,False,False,True,False,False,10
5.0,6.0,5.0,536.0,4,914,219469,True,False,False,True,False,False,False,False,False,False,True,False,False,31
5.0,7.0,5.0,0.0,3,355,80530,False,False,True,False,False,False,False,False,False,False,True,False,False,32
5.0,5.0,4.0,798.0,7,914,203539,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,3.0,2.0,1270.0,10,1643,448672,False,True,False,False,False,False,False,False,False,True,False,False,False,17
0.0,3.0,2.0,1270.0,10,868,309734,False,True,False,False,False,False,False,False,False,True,False,False,False,17
5.0,6.0,5.0,536.0,4,1288,181415,True,False,False,True,False,False,False,False,False,False,True,False,False,31
5.0,5.0,4.0,798.0,7,572,119469,True,False,False,False,True,False,False,False,False,False,False,False,False,19
5.0,5.0,4.0,798.0,7,914,278761,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,1.0,2.0,536.0,5,1412,386725,False,True,False,False,False,False,False,False,False,False,False,True,False,18
5.0,5.0,4.0,798.0,7,572,75504,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,3.0,2.0,1270.0,10,1643,451327,False,True,False,False,False,False,False,False,False,True,False,False,False,17
1.0,5.0,4.0,79.0,3,644,82035,True,False,False,True,False,False,False,False,False,False,True,False,False,32
1.0,5.0,4.0,79.0,3,644,122123,True,False,False,True,False,False,False,False,False,False,True,False,False,32
5.0,7.0,5.0,0.0,3,640,66371,False,False,True,False,False,False,False,False,False,False,True,False,False,32
1.0,2.0,2.0,184.0,5,910,198849,False,True,True,False,False,False,False,False,False,True,False,False,False,18
0.0,3.0,2.0,475.0,8,1167,214159,False,True,False,False,False,False,False,False,False,False,False,True,False,16
1.0,5.0,1.0,0.0,4,1131,154867,False,True,True,False,False,False,False,False,False,True,False,False,False,38
0.0,3.0,2.0,475.0,8,1167,216814,False,True,False,False,False,False,False,False,False,False,False,True,False,16
1.0,2.0,2.0,184.0,5,910,185840,False,True,True,False,False,False,False,False,False,True,False,False,False,18
1.0,4.0,1.0,218.0,1,135,60176,False,False,False,False,True,False,False,False,False,False,False,False,True,10
5.0,5.0,4.0,798.0,7,743,123893,True,False,False,False,True,False,False,False,False,False,False,False,False,19
0.0,2.0,2.0,524.0,4,1419,277876,False,True,False,False,False,False,True,False,False,False,False,False,False,17
5.0,5.0,4.0,798.0,7,914,168141,True,False,False,False,True,False,False,False,False,False,False,False,False,19
1.0,5.0,4.0,79.0,3,644,80973,True,False,False,True,False,False,False,False,False,False,True,False,False,32
5.0,7.0,5.0,1174.0,9,914,345132,False,True,False,False,False,False,False,False,False,False,True,False,False,10
5.0,6.0,5.0,536.0,4,644,192920,True,False,False,True,False,False,False,False,False,False,True,False,False,31
5.0,7.0,5.0,0.0,3,576,123008,False,False,True,False,False,False,False,False,False,False,True,False,False,32
5.0,6.0,5.0,536.0,4,644,96460,True,False,False,True,False,False,False,False,False,False,True,False,False,31
5.0,6.0,5.0,536.0,4,644,176548,True,False,False,True,False,False,False,False,False,False,True,False,False,31
1.0,5.0,2.0,18.0,3,910,199115,False,False,False,False,True,False,False,False,False,False,False,True,False,38
0.0,5.0,3.0,930.0,7,644,147761,False,True,False,False,False,False,False,False,False,True,False,False,False,11
1.0,2.0,2.0,184.0,5,814,199115,False,True,True,False,False,False,False,False,False,True,False,False,False,18
5.0,6.0,5.0,536.0,4,644,93362,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,2.0,2.0,524.0,4,1394,233628,False,True,False,False,False,False,True,False,False,False,False,False,False,17
5.0,7.0,5.0,0.0,3,355,38053,False,False,True,False,False,False,False,False,False,False,True,False,False,32
0.0,1.0,2.0,536.0,5,818,194690,False,True,False,False,False,False,False,False,False,False,False,True,False,18
5.0,6.0,5.0,536.0,4,914,135398,True,False,False,True,False,False,False,False,False,False,True,False,False,31
2.0,2.0,1.0,203.0,5,1160,190106,False,True,False,False,False,True,False,False,False,False,False,False,True,15
5.0,5.0,4.0,798.0,7,914,160176,True,False,False,False,True,False,False,False,False,False,False,False,False,19
5.0,6.0,5.0,536.0,4,644,97345,True,False,False,True,False,False,False,False,False,False,True,False,False,31
0.0,5.0,3.0,930.0,7,910,371681,False,True,False,False,False,False,False,False,False,True,False,False,False,11
0.0,1.0,2.0,536.0,5,1149,281415,False,True,False,False,False,False,False,False,False,False,False,True,False,18
1.0,5.0,1.0,0.0,4,1131,149557,False,True,True,False,False,False,False,False,False,True,False,False,False,38
